Date,Course Category,Course Name,Course Price,Instructor Cost,Refund Amount,Leads_Clean,Enrollments_clean,Marketing_spend
7/2/2023,Data,Data Analytics,11999,,9943,,,
4/17/2024,Marketing,Brand Strategy,11999,,0,,55,
5/21/2024,Data,Data Analytics,7999,,23125,,61,
7/16/2024,Unknown,Sql Bootcamp,9999,,19470,,,
2/28/2024,Data,Data Analytics,6999,11201,22937,,78,108925
4/9/2023,Unknown,Brand Strategy,5999,,36960,,110,
1/5/2024,Data,Sql Bootcamp,,3530,0,,120,
4/26/2023,Unknown,Sql Bootcamp,7999,,0,,,
7/7/2023,Marketing,Performance Marketing,7999,72165,0,,45,
6/29/2023,Marketing,Digital Marketing,11999,,0,541,61,
4/9/2023,Marketing,Performance Marketing,5999,49913,0,273,34,34277
10/15/2024,Unknown,Digital Marketing,9999,67341,0,,,
9/8/2024,Data,Sql Bootcamp,7999,33852,49295,685,,
11/23/2024,Finance,Financial Modeling,5999,,23231,681,,103443
10/17/2023,Finance,Equity Research,5999,81241,47956,667,35,
4/24/2023,Marketing,Digital Marketing,9999,,0,,,30817
8/12/2024,Marketing,Performance Marketing,5999,,0,,,
9/21/2023,Data,Power Bi Mastery,9999,32210,0,448,51,160822
9/24/2024,Unknown,Performance Marketing,9999,,0,,,
4/2/2023,Unknown,Digital Marketing,9999,,38480,,25,82282
3/1/2024,Marketing,Brand Strategy,9999,,8730,,,
9/8/2024,Unknown,Digital Marketing,5999,,0,,,77160
8/8/2023,Data,Data Analytics,9999,,0,,,
8/27/2024,Unknown,Brand Strategy,6999,,0,,,
3/22/2024,Unknown,Digital Marketing,7999,79768,0,,72,
10/20/2024,Finance,Equity Research,9999,59857,49756,,,174914
10/24/2023,Marketing,Digital Marketing,6999,59747,0,,,
8/29/2023,Data,Sql Bootcamp,7999,,0,,,
5/24/2023,Unknown,Corporate Finance,7999,55331,0,,,
1/31/2024,Unknown,Equity Research,9999,,30987,715,106,
5/4/2024,Data,Sql Bootcamp,7999,70422,0,,14,
3/12/2023,Unknown,Data Analytics,5999,,10417,,87,47433
10/24/2024,Data,Data Analytics,7999,43269,0,,,
7/23/2024,Unknown,Power Bi Mastery,7999,,0,,,113238
8/28/2023,Unknown,Sql Bootcamp,11999,,0,300,31,
10/9/2024,Finance,Equity Research,9999,44521,0,,,
11/22/2023,Data,Sql Bootcamp,9999,82100,0,,,
10/12/2023,Data,Data Analytics,,79140,43091,,,
1/15/2024,Unknown,Sql Bootcamp,7999,,0,,104,
9/17/2024,Marketing,Digital Marketing,6999,,40730,,93,
3/30/2024,Marketing,Digital Marketing,11999,28043,23152,122,113,
11/15/2024,Data,Data Analytics,,,0,,,17290
2/23/2023,Unknown,Data Analytics,6999,31596,40697,,89,
6/6/2024,Marketing,Digital Marketing,6999,,10865,,,17506
7/3/2024,Marketing,Digital Marketing,7999,,0,,2,183583
7/29/2024,Data,Sql Bootcamp,9999,7405,0,237,114,
3/7/2023,Data,Data Analytics,7999,,1468,486,18,
4/3/2023,Finance,Financial Modeling,7999,52475,0,,96,8123
10/18/2023,Finance,Equity Research,7999,72771,0,,76,
6/20/2024,Data,Data Analytics,,,2772,,73,
2/17/2023,Data,Sql Bootcamp,9999,,0,,,
12/14/2024,Finance,Corporate Finance,9999,,14688,,86,
9/13/2023,Unknown,Equity Research,7999,,0,,50,
10/20/2024,Data,Data Analytics,5999,,0,545,,
7/27/2024,Unknown,Digital Marketing,7999,,37349,,8,
3/9/2024,Marketing,Digital Marketing,11999,39571,0,159,25,
9/2/2024,Data,Sql Bootcamp,9999,,39042,,,106183
10/9/2024,Finance,Equity Research,11999,,9348,,,
2/10/2023,Unknown,Data Analytics,9999,57051,0,,90,13820
3/13/2024,Finance,Corporate Finance,5999,,0,,69,
4/1/2023,Unknown,Sql Bootcamp,7999,53237,48094,,,
11/6/2023,Unknown,Financial Modeling,7999,,0,,,
8/2/2023,Unknown,Digital Marketing,7999,33178,0,,,
11/3/2023,Marketing,Performance Marketing,,44702,0,,65,
2/17/2023,Marketing,Brand Strategy,7999,41467,0,,,
4/1/2024,Unknown,Sql Bootcamp,9999,,0,,,39533
3/29/2023,Unknown,Financial Modeling,11999,,37926,,36,18913
11/20/2023,Marketing,Performance Marketing,9999,29624,0,,,149928
4/18/2024,Marketing,Brand Strategy,9999,,0,,,45054
11/1/2024,Finance,Corporate Finance,9999,68637,0,,,
4/4/2023,Unknown,Sql Bootcamp,7999,,0,,,50459
3/13/2023,Unknown,Brand Strategy,7999,,0,,,177998
7/5/2023,Unknown,Digital Marketing,5999,61519,0,,91,
7/21/2023,Finance,Equity Research,7999,,0,,7,
8/13/2023,Unknown,Power Bi Mastery,11999,,0,,112,
3/6/2023,Marketing,Brand Strategy,7999,,18862,745,58,60963
3/16/2024,Marketing,Digital Marketing,,,0,798,5,96368
6/11/2023,Marketing,Brand Strategy,9999,,24795,512,118,
7/17/2023,Finance,Equity Research,9999,,0,,,
4/25/2023,Data,Data Analytics,,37021,0,,,
6/18/2023,Data,Data Analytics,7999,,0,114,4,
8/31/2023,Data,Sql Bootcamp,6999,75433,0,502,,
6/29/2023,Unknown,Digital Marketing,,23856,0,,,
3/19/2024,Unknown,Sql Bootcamp,6999,35576,0,,,
11/13/2023,Finance,Corporate Finance,,,0,743,,
4/10/2023,Finance,Equity Research,5999,63812,49003,,,
3/4/2024,Unknown,Digital Marketing,9999,54607,0,,74,
9/13/2024,Finance,Equity Research,7999,54102,0,293,28,
5/1/2024,Data,Sql Bootcamp,9999,,0,431,79,
7/14/2024,Finance,Equity Research,5999,85160,33457,,,80460
8/26/2024,Data,Sql Bootcamp,6999,,47291,,32,
2/10/2023,Marketing,Digital Marketing,7999,6938,0,,118,
6/6/2023,Marketing,Brand Strategy,,,25006,,,
7/13/2023,Unknown,Digital Marketing,7999,82291,9221,,107,
11/19/2024,Data,Sql Bootcamp,,,0,,,
4/27/2023,Data,Power Bi Mastery,6999,,0,754,109,
6/21/2023,Marketing,Digital Marketing,,,0,,88,
5/14/2024,Finance,Equity Research,9999,72769,0,205,,
4/17/2024,Data,Power Bi Mastery,7999,38219,0,,105,189842
4/19/2023,Marketing,Digital Marketing,9999,,0,765,118,
10/12/2023,Marketing,Performance Marketing,5999,,0,617,91,
12/26/2023,Data,Power Bi Mastery,7999,,0,349,,31210
1/18/2024,Unknown,Sql Bootcamp,6999,4208,0,,63,26572
5/31/2024,Marketing,Digital Marketing,7999,9860,5965,,79,
5/3/2023,Data,Power Bi Mastery,,8499,0,,115,136927
9/15/2023,Marketing,Digital Marketing,5999,25104,0,,,
7/30/2024,Marketing,Digital Marketing,6999,,0,,,
3/15/2023,Unknown,Data Analytics,9999,49061,41899,153,,
2/26/2024,Data,Power Bi Mastery,,,0,,87,
12/1/2024,Finance,Equity Research,,61899,12191,71,,191827
4/1/2023,Finance,Equity Research,6999,31400,0,,120,
1/2/2023,Unknown,Sql Bootcamp,6999,,1408,,,
1/6/2023,Data,Power Bi Mastery,5999,79533,0,,,
12/17/2023,Unknown,Sql Bootcamp,9999,,15662,772,26,
10/29/2024,Data,Sql Bootcamp,7999,35313,0,716,,182066
5/8/2023,Unknown,Sql Bootcamp,,,0,,92,
10/31/2024,Marketing,Digital Marketing,6999,,38353,,,
7/5/2023,Unknown,Performance Marketing,11999,55134,0,,,
8/27/2023,Data,Sql Bootcamp,6999,,0,,21,
5/23/2024,Data,Sql Bootcamp,9999,41187,0,,,
7/25/2024,Data,Data Analytics,6999,,41332,,14,150799
5/11/2023,Marketing,Brand Strategy,7999,,0,,54,
9/10/2023,Finance,Corporate Finance,11999,,0,,119,46077
11/21/2023,Unknown,Financial Modeling,6999,,38271,30,,36041
7/13/2023,Unknown,Sql Bootcamp,11999,,32352,445,44,
5/13/2024,Unknown,Financial Modeling,7999,27102,0,,,
12/25/2024,Data,Sql Bootcamp,,52031,20404,246,52,30386
12/11/2023,Unknown,Performance Marketing,6999,45968,0,418,1,
2/28/2024,Finance,Equity Research,7999,,17495,659,,
9/27/2024,Unknown,Data Analytics,7999,,0,,118,
4/16/2024,Marketing,Digital Marketing,,,0,,,
11/10/2024,Marketing,Brand Strategy,11999,,0,,12,
12/21/2023,Finance,Corporate Finance,9999,,33649,,,
10/24/2023,Unknown,Brand Strategy,5999,,0,,,
12/19/2024,Unknown,Sql Bootcamp,5999,,39234,,84,
9/24/2024,Unknown,Digital Marketing,7999,72355,0,164,16,
5/31/2024,Data,Data Analytics,7999,,38323,,36,
1/1/2023,Marketing,Brand Strategy,7999,32776,0,,113,
3/19/2023,Unknown,Digital Marketing,7999,,0,292,120,
3/25/2024,Finance,Financial Modeling,9999,74630,0,,80,156356
12/11/2023,Marketing,Digital Marketing,7999,,38079,,,
11/8/2024,Finance,Equity Research,5999,,0,359,20,
4/27/2023,Data,Power Bi Mastery,5999,,0,,47,
4/12/2024,Finance,Equity Research,7999,,0,,,
11/6/2023,Finance,Corporate Finance,9999,,0,,,40524
11/3/2024,Unknown,Sql Bootcamp,7999,79005,0,,90,
11/22/2024,Finance,Financial Modeling,6999,,0,,,
2/15/2023,Data,Data Analytics,,,0,,68,
2/29/2024,Finance,Equity Research,6999,,0,,24,
12/4/2023,Unknown,Digital Marketing,9999,,0,,,
5/23/2023,Unknown,Financial Modeling,9999,,0,682,,
1/4/2023,Finance,Financial Modeling,6999,,6815,,100,
9/2/2023,Unknown,Data Analytics,6999,,0,,,43778
9/23/2024,Marketing,Brand Strategy,7999,,0,,57,
4/18/2023,Finance,Corporate Finance,9999,36274,0,782,,
9/27/2024,Finance,Corporate Finance,6999,,28013,,48,
2/8/2024,Marketing,Brand Strategy,9999,,3674,,80,
8/12/2024,Finance,Corporate Finance,11999,,0,,,
1/17/2023,Data,Data Analytics,7999,50480,0,,20,
8/7/2023,Finance,Financial Modeling,6999,,0,,,33565
11/14/2023,Marketing,Digital Marketing,7999,,0,559,,
1/28/2023,Marketing,Brand Strategy,11999,6621,0,,,
2/18/2024,Marketing,Performance Marketing,,,13965,577,,158403
8/31/2023,Finance,Equity Research,5999,,0,,,
9/9/2024,Unknown,Performance Marketing,7999,55352,1907,,78,
10/21/2023,Unknown,Performance Marketing,7999,11654,0,636,,
10/28/2023,Marketing,Brand Strategy,7999,,0,,66,
2/20/2024,Data,Power Bi Mastery,,,0,,,38065
3/10/2023,Unknown,Brand Strategy,7999,,0,,0,33173
2/4/2024,Marketing,Digital Marketing,11999,,8215,,96,102075
7/8/2024,Marketing,Performance Marketing,9999,,0,,,
10/11/2023,Finance,Corporate Finance,5999,49618,0,63,56,163830
6/1/2024,Finance,Equity Research,6999,64471,0,,,
11/28/2023,Unknown,Equity Research,7999,63709,47926,,112,
8/27/2024,Marketing,Digital Marketing,11999,42701,0,477,43,
8/10/2023,Finance,Equity Research,7999,,0,,64,
6/19/2023,Unknown,Sql Bootcamp,11999,77005,13147,,29,
2/23/2023,Marketing,Digital Marketing,6999,,0,388,88,
10/8/2024,Marketing,Brand Strategy,9999,,0,,,
8/3/2023,Finance,Equity Research,6999,15019,14854,,59,
12/22/2024,Unknown,Performance Marketing,7999,,0,,,
10/22/2024,Finance,Equity Research,9999,,0,,104,145772
1/31/2023,Unknown,Power Bi Mastery,,75346,0,175,,
12/1/2023,Finance,Corporate Finance,7999,,0,,3,61799
10/16/2024,Unknown,Data Analytics,,,0,,97,
10/12/2023,Marketing,Digital Marketing,9999,61738,0,,27,78171
2/14/2023,Unknown,Performance Marketing,11999,,0,,,166949
5/7/2023,Marketing,Performance Marketing,7999,,0,,,140506
4/17/2023,Finance,Corporate Finance,6999,4439,0,,26,
6/19/2024,Data,Power Bi Mastery,5999,,49217,,69,
3/17/2023,Unknown,Equity Research,5999,,0,,31,39001
1/17/2024,Data,Power Bi Mastery,7999,9537,38956,,73,31640
11/30/2024,Finance,Equity Research,5999,9776,0,610,2,144103
4/7/2023,Finance,Equity Research,7999,,34505,,,
2/19/2024,Unknown,Power Bi Mastery,,78035,0,,,
11/25/2024,Finance,Equity Research,11999,,28119,,,
11/20/2023,Data,Data Analytics,11999,,0,,,
12/16/2024,Unknown,Data Analytics,7999,,4455,,,30698
8/4/2023,Unknown,Digital Marketing,11999,,0,,38,129655
2/2/2023,Unknown,Corporate Finance,5999,,6456,,,146504
8/11/2023,Marketing,Digital Marketing,9999,,0,,,
10/26/2023,Unknown,Digital Marketing,7999,24625,0,368,,
10/11/2024,Unknown,Digital Marketing,9999,,0,,15,89280
6/12/2024,Unknown,Data Analytics,5999,50578,13357,,35,
9/30/2024,Data,Data Analytics,9999,,13855,,,
5/31/2023,Unknown,Sql Bootcamp,11999,,30855,,,
12/15/2024,Data,Sql Bootcamp,7999,38378,0,,70,
12/8/2024,Unknown,Data Analytics,11999,,0,,,
7/17/2024,Unknown,Equity Research,7999,,18976,670,90,27528
6/10/2024,Finance,Equity Research,9999,,0,,4,
11/9/2023,Unknown,Power Bi Mastery,9999,29202,0,,,32106
9/4/2024,Finance,Equity Research,7999,46660,0,207,46,
7/26/2024,Finance,Financial Modeling,11999,17654,0,,17,
1/7/2023,Marketing,Digital Marketing,9999,6395,0,,,
3/19/2023,Unknown,Corporate Finance,,,10364,,56,29452
10/18/2023,Finance,Corporate Finance,9999,,0,654,,
12/7/2023,Finance,Corporate Finance,11999,45392,48486,,10,
9/3/2024,Marketing,Digital Marketing,9999,,23419,341,,
2/26/2023,Finance,Equity Research,7999,,0,,,117775
10/3/2023,Unknown,Sql Bootcamp,7999,,29765,,106,185218
8/26/2024,Unknown,Data Analytics,6999,,0,,,
5/28/2023,Data,Sql Bootcamp,,,0,487,,
9/2/2024,Unknown,Corporate Finance,7999,87323,9779,,52,
10/21/2024,Finance,Equity Research,7999,,1135,,,
3/8/2023,Finance,Corporate Finance,6999,51264,0,500,84,
1/3/2023,Finance,Corporate Finance,9999,,0,,68,
5/5/2024,Data,Sql Bootcamp,,,0,,,108570
7/16/2023,Unknown,Sql Bootcamp,11999,,0,,54,186328
12/14/2024,Data,Sql Bootcamp,9999,,36380,,69,6277
12/26/2023,Marketing,Performance Marketing,5999,71212,0,,44,
11/7/2023,Data,Data Analytics,9999,,15098,,56,
3/29/2024,Data,Sql Bootcamp,7999,,0,,60,
6/28/2024,Data,Power Bi Mastery,5999,,0,,,
2/16/2024,Unknown,Corporate Finance,11999,,0,,25,
8/8/2023,Marketing,Digital Marketing,6999,,31374,558,116,175487
10/9/2023,Unknown,Data Analytics,5999,20700,0,654,,
7/25/2024,Unknown,Brand Strategy,9999,,19222,,108,
12/12/2024,Unknown,Digital Marketing,7999,78848,0,585,,
1/25/2024,Data,Data Analytics,9999,,0,,18,
3/4/2023,Marketing,Digital Marketing,6999,,26471,,83,
11/13/2023,Unknown,Digital Marketing,11999,45154,0,,,124498
6/25/2023,Data,Data Analytics,,85467,11625,,,
9/13/2024,Unknown,Digital Marketing,9999,,28952,,86,180743
12/9/2023,Unknown,Equity Research,9999,,0,,26,
9/4/2023,Marketing,Performance Marketing,,,0,,,
7/12/2023,Finance,Equity Research,5999,,0,,35,
3/22/2023,Finance,Equity Research,7999,,0,,,
3/21/2024,Unknown,Financial Modeling,,,0,,,
2/9/2023,Unknown,Corporate Finance,,19756,0,,,
11/27/2023,Marketing,Digital Marketing,5999,15170,0,,,
8/23/2024,Unknown,Brand Strategy,6999,,12976,258,6,
10/24/2023,Unknown,Sql Bootcamp,7999,49707,21819,,,
7/27/2023,Finance,Financial Modeling,6999,66629,0,590,112,
6/30/2024,Unknown,Sql Bootcamp,6999,47541,38888,,,
8/5/2024,Finance,Equity Research,9999,,0,,,
4/1/2023,Finance,Corporate Finance,,38892,0,,,
10/23/2024,Data,Sql Bootcamp,9999,,0,,112,
2/1/2023,Unknown,Corporate Finance,,,35550,,90,
9/20/2024,Data,Sql Bootcamp,,,0,318,31,
5/8/2023,Data,Data Analytics,5999,,0,,78,
2/24/2024,Data,Data Analytics,5999,,17775,320,47,
2/7/2023,Unknown,Data Analytics,6999,27125,0,,22,14757
5/28/2023,Marketing,Brand Strategy,11999,50783,44545,,51,
5/28/2024,Finance,Financial Modeling,9999,73270,0,,60,191447
9/21/2024,Finance,Equity Research,5999,,2490,,,
9/14/2024,Marketing,Performance Marketing,7999,,0,,85,
3/10/2024,Unknown,Equity Research,9999,,0,325,19,
2/25/2023,Unknown,Equity Research,7999,81394,0,,,
2/28/2024,Data,Data Analytics,6999,79662,47052,,,
4/7/2023,Unknown,Performance Marketing,7999,31668,0,,,113215
3/29/2024,Unknown,Data Analytics,11999,88015,37153,163,69,
11/5/2023,Data,Sql Bootcamp,,,0,,,168764
10/30/2023,Finance,Equity Research,7999,,41473,155,66,
2/21/2023,Marketing,Digital Marketing,5999,52890,0,330,,
8/23/2024,Marketing,Performance Marketing,,,11759,,32,
5/27/2023,Finance,Corporate Finance,,,0,,,28906
6/15/2023,Unknown,Sql Bootcamp,7999,,0,,,
8/27/2023,Unknown,Sql Bootcamp,6999,,0,,7,
2/7/2023,Unknown,Equity Research,7999,34422,0,,41,
5/9/2023,Marketing,Brand Strategy,7999,,25341,199,,
10/31/2024,Unknown,Equity Research,7999,,0,,115,
2/22/2024,Data,Power Bi Mastery,7999,43705,0,569,7,
6/13/2023,Data,Sql Bootcamp,11999,,0,437,20,148588
12/16/2024,Finance,Financial Modeling,7999,,0,,,
9/28/2023,Marketing,Performance Marketing,9999,,45085,,,
10/24/2023,Unknown,Equity Research,7999,84921,46871,,63,
4/4/2024,Data,Sql Bootcamp,6999,74124,0,280,0,
6/15/2024,Unknown,Digital Marketing,,,0,,,
7/29/2024,Marketing,Digital Marketing,7999,,48739,,,
7/11/2023,Marketing,Digital Marketing,6999,81458,0,,19,
7/23/2023,Data,Sql Bootcamp,6999,,14072,,23,
12/11/2023,Marketing,Performance Marketing,7999,,0,,,
11/23/2023,Unknown,Data Analytics,7999,25564,0,174,105,92280
9/9/2024,Marketing,Digital Marketing,7999,,0,674,,198419
11/24/2023,Finance,Financial Modeling,9999,,0,660,89,93098
12/1/2023,Data,Data Analytics,7999,,0,,,
1/11/2024,Marketing,Digital Marketing,,73112,26878,781,32,
11/20/2024,Finance,Equity Research,,,0,,9,
9/16/2023,Unknown,Performance Marketing,11999,,0,,53,
4/18/2023,Marketing,Digital Marketing,5999,,11063,,73,
1/28/2024,Data,Data Analytics,9999,,5684,,45,
5/9/2023,Unknown,Digital Marketing,9999,,22885,,85,189441
7/10/2023,Unknown,Power Bi Mastery,5999,72629,0,,,
6/25/2024,Unknown,Data Analytics,7999,,4047,212,38,
4/6/2024,Unknown,Digital Marketing,7999,,33735,,58,
11/15/2023,Unknown,Brand Strategy,9999,21939,31431,,2,
11/28/2024,Marketing,Digital Marketing,5999,,0,366,,
12/19/2024,Unknown,Data Analytics,6999,88079,0,,,
6/27/2023,Finance,Equity Research,,,0,,,58926
3/16/2023,Finance,Equity Research,9999,8448,0,,,
9/1/2023,Data,Data Analytics,5999,,0,717,23,
6/6/2023,Marketing,Digital Marketing,11999,,0,,50,
11/4/2023,Finance,Equity Research,7999,,0,527,92,
5/13/2024,Marketing,Performance Marketing,7999,,0,412,118,180349
11/8/2024,Unknown,Performance Marketing,7999,,0,,,95517
6/19/2024,Finance,Corporate Finance,11999,,25490,,89,79309
3/4/2024,Finance,Financial Modeling,9999,46158,0,,,
12/2/2024,Marketing,Digital Marketing,11999,26057,0,785,,54063
5/2/2023,Finance,Equity Research,9999,,0,,60,
8/13/2024,Marketing,Digital Marketing,7999,26075,0,,0,
3/23/2024,Unknown,Digital Marketing,7999,,0,78,,
7/1/2023,Marketing,Digital Marketing,9999,,0,,,
6/28/2024,Data,Data Analytics,5999,21425,0,,90,
9/6/2024,Unknown,Sql Bootcamp,,,0,,15,
9/26/2023,Unknown,Sql Bootcamp,,54338,46511,281,,
1/19/2023,Unknown,Digital Marketing,7999,59414,0,,86,
4/18/2024,Unknown,Performance Marketing,7999,86328,0,,,
5/26/2024,Unknown,Sql Bootcamp,6999,,0,,,
10/3/2023,Unknown,Data Analytics,7999,,32831,,88,
10/2/2024,Finance,Financial Modeling,7999,,0,,53,
2/2/2023,Unknown,Digital Marketing,,,0,,,101884
9/30/2023,Unknown,Digital Marketing,5999,,4522,,38,
12/8/2024,Finance,Equity Research,,,0,,11,
7/18/2024,Unknown,Data Analytics,5999,,0,,74,39118
3/6/2024,Data,Power Bi Mastery,7999,,0,,,
5/11/2023,Marketing,Performance Marketing,9999,20530,0,,,
5/11/2023,Data,Power Bi Mastery,9999,,12742,,67,
4/1/2024,Unknown,Financial Modeling,9999,,38322,,,
12/1/2024,Unknown,Data Analytics,7999,,0,,,95128
7/11/2024,Unknown,Brand Strategy,11999,,15192,,14,
11/10/2023,Unknown,Corporate Finance,11999,,0,,27,
3/23/2024,Unknown,Corporate Finance,,69292,20426,309,77,
9/26/2024,Marketing,Brand Strategy,6999,,0,,,
2/11/2024,Finance,Corporate Finance,9999,,0,,,
7/27/2023,Unknown,Data Analytics,11999,,44090,,112,
10/26/2023,Data,Power Bi Mastery,9999,,47274,,,
7/25/2023,Data,Sql Bootcamp,9999,51290,0,,,137261
10/21/2024,Unknown,Performance Marketing,7999,61540,0,,,
4/23/2024,Unknown,Sql Bootcamp,,,0,,,36753
10/25/2024,Finance,Equity Research,7999,,0,,56,
6/5/2023,Marketing,Digital Marketing,9999,,0,,,
8/7/2024,Finance,Corporate Finance,,,0,,23,
5/12/2023,Unknown,Sql Bootcamp,11999,64045,34078,724,,
11/6/2023,Marketing,Digital Marketing,7999,75021,0,,,
11/2/2024,Marketing,Brand Strategy,9999,,0,572,,167949
8/10/2023,Finance,Financial Modeling,6999,74753,0,,80,106545
10/12/2023,Marketing,Brand Strategy,7999,,0,,,
6/1/2024,Unknown,Power Bi Mastery,7999,59381,0,,,
12/31/2023,Unknown,Digital Marketing,11999,,0,,,
10/31/2024,Unknown,Data Analytics,,33311,23018,769,69,
12/3/2024,Finance,Equity Research,7999,,0,,12,
11/10/2024,Unknown,Sql Bootcamp,11999,,46057,,,
4/10/2023,Finance,Corporate Finance,5999,,8138,,,
7/30/2024,Finance,Equity Research,9999,,19800,,,
1/11/2023,Unknown,Sql Bootcamp,6999,,40222,,46,89363
3/23/2023,Marketing,Performance Marketing,7999,,0,,12,
10/24/2024,Finance,Equity Research,5999,31714,0,275,,
7/31/2023,Unknown,Power Bi Mastery,5999,,0,,,5571
5/29/2023,Unknown,Digital Marketing,9999,,17144,,,99541
7/9/2024,Unknown,Corporate Finance,5999,59042,0,,,
6/21/2023,Finance,Equity Research,6999,,0,,,
5/15/2024,Finance,Equity Research,7999,,1385,,76,17133
4/26/2023,Marketing,Brand Strategy,9999,,0,,,
5/25/2024,Finance,Equity Research,9999,,0,,25,
5/22/2023,Marketing,Performance Marketing,5999,38519,27937,,14,
1/19/2023,Marketing,Brand Strategy,7999,69535,11691,,56,
6/27/2024,Finance,Equity Research,5999,,0,687,,137409
7/28/2024,Finance,Equity Research,11999,,0,,17,44279
1/3/2024,Unknown,Data Analytics,7999,,0,,,
4/18/2023,Finance,Financial Modeling,,,0,,,59579
9/25/2023,Finance,Equity Research,7999,,44489,305,,
12/3/2024,Unknown,Sql Bootcamp,,53077,0,,36,18360
3/2/2023,Marketing,Digital Marketing,,,38335,,,
12/25/2023,Data,Power Bi Mastery,9999,,0,,80,
12/5/2023,Marketing,Digital Marketing,7999,,0,,11,
5/18/2024,Unknown,Brand Strategy,9999,,0,278,,198984
1/1/2024,Marketing,Performance Marketing,,,0,,,
3/29/2023,Marketing,Performance Marketing,11999,,0,619,,
8/5/2023,Data,Sql Bootcamp,5999,,11029,,107,144447
9/2/2023,Data,Sql Bootcamp,7999,,0,,,
11/20/2023,Finance,Corporate Finance,7999,,32406,,,
9/13/2023,Finance,Equity Research,9999,,0,,,46893
3/22/2023,Unknown,Digital Marketing,,17916,0,,,
4/11/2023,Data,Data Analytics,5999,3669,0,784,,
8/18/2024,Unknown,Sql Bootcamp,5999,30280,0,261,,
10/18/2024,Unknown,Performance Marketing,9999,42299,0,,114,
1/6/2023,Unknown,Digital Marketing,11999,,12475,797,65,98507
8/9/2024,Data,Data Analytics,11999,56442,1967,,,
2/7/2023,Unknown,Sql Bootcamp,7999,,0,,14,199989
10/1/2023,Marketing,Brand Strategy,5999,,21314,,110,189289
3/31/2023,Unknown,Data Analytics,5999,,0,,,65043
5/10/2024,Finance,Equity Research,7999,,0,,9,
6/5/2023,Marketing,Digital Marketing,11999,,0,,63,
5/20/2024,Unknown,Brand Strategy,5999,38227,0,,,149279
2/8/2023,Unknown,Sql Bootcamp,11999,23252,35146,,,
9/28/2024,Unknown,Power Bi Mastery,9999,42270,9381,,78,
4/12/2023,Unknown,Sql Bootcamp,9999,,18632,588,,190971
9/5/2024,Unknown,Financial Modeling,,6052,22299,,,160462
9/6/2024,Finance,Equity Research,6999,,26036,,,
11/5/2023,Unknown,Equity Research,9999,,24437,,,150326
4/21/2024,Unknown,Digital Marketing,6999,,0,,19,
11/30/2024,Finance,Equity Research,7999,75288,0,,,
3/7/2023,Finance,Corporate Finance,7999,,31385,,94,100813
5/22/2024,Data,Data Analytics,9999,,0,611,,
6/2/2024,Unknown,Digital Marketing,6999,,0,,,
3/29/2024,Finance,Equity Research,11999,60203,0,,,
5/24/2023,Finance,Equity Research,9999,,0,,,
2/19/2023,Finance,Financial Modeling,7999,58070,38383,,51,
5/31/2023,Marketing,Digital Marketing,6999,81795,49922,,42,
1/28/2023,Data,Power Bi Mastery,7999,,0,,77,
3/18/2024,Unknown,Corporate Finance,7999,33585,47802,,60,
2/5/2023,Data,Sql Bootcamp,7999,45158,0,,,
7/2/2024,Data,Power Bi Mastery,9999,14748,40978,,108,
12/24/2024,Unknown,Sql Bootcamp,6999,53376,0,,116,
9/24/2023,Unknown,Sql Bootcamp,5999,66549,0,,51,98693
4/8/2023,Unknown,Power Bi Mastery,6999,25957,0,255,3,88806
7/30/2023,Data,Sql Bootcamp,6999,56937,0,472,23,
7/12/2023,Finance,Equity Research,9999,,0,370,,
8/3/2024,Unknown,Digital Marketing,9999,,0,,,
2/4/2023,Finance,Equity Research,9999,52670,40167,,,
6/20/2023,Unknown,Equity Research,7999,57369,9674,,,
3/1/2024,Finance,Equity Research,7999,73520,2606,,,162435
6/8/2024,Data,Data Analytics,,,21781,,11,
7/7/2023,Unknown,Sql Bootcamp,7999,,34592,520,17,
5/24/2023,Finance,Equity Research,9999,,0,,119,
5/14/2024,Unknown,Performance Marketing,11999,,24215,,40,174674
1/31/2024,Marketing,Digital Marketing,5999,,9312,,77,
6/2/2023,Unknown,Sql Bootcamp,,,38973,,,43332
8/20/2023,Data,Sql Bootcamp,9999,46741,0,416,,
7/3/2023,Unknown,Financial Modeling,9999,,0,,63,127882
8/14/2024,Unknown,Sql Bootcamp,7999,,0,,63,
12/9/2023,Unknown,Financial Modeling,9999,,29150,,,
11/13/2023,Data,Data Analytics,5999,,0,89,31,
4/7/2023,Data,Sql Bootcamp,7999,,3873,,,66463
6/21/2024,Unknown,Equity Research,7999,,16165,761,12,
1/26/2023,Data,Data Analytics,5999,63800,0,591,62,
6/10/2024,Finance,Financial Modeling,,,0,,,
1/8/2024,Data,Sql Bootcamp,9999,,31173,,3,
9/25/2024,Finance,Corporate Finance,,,0,,,56845
7/11/2023,Data,Sql Bootcamp,5999,,40193,,47,
11/11/2023,Data,Sql Bootcamp,6999,,0,379,5,
3/21/2023,Data,Sql Bootcamp,5999,,33643,,63,35913
12/7/2024,Marketing,Performance Marketing,7999,,0,696,43,
1/15/2023,Data,Data Analytics,7999,,33857,,108,
8/19/2023,Unknown,Equity Research,6999,,0,,120,
4/15/2023,Marketing,Brand Strategy,7999,,0,,,65337
4/5/2023,Unknown,Brand Strategy,6999,86860,0,,65,
